Year,Month,State,Location,Food,Ingredient,Species,Genus,Status,Illnesses,Hospitalizations,Fatalities
2005,March,Wyoming,N/A,"Other Milk, Unpasteurized",N/A,Campylobacter jejuni,Campylobacter,Confirmed,3,0,0
2005,December,New York,Restaurant,Taro,Root (Eg. Potato),Chemical or toxin,Chemical,Confirmed,2,0,0
2005,March,Hawaii,Restaurant,"Fish, Roi",N/A,Ciguatoxin,Ciguatoxin,Confirmed,6,2,0
2005,June,Illinois,Restaurant,"Fish, Grouper",N/A,Ciguatoxin,Ciguatoxin,Confirmed,6,1,0
2005,July,Florida,Private Home/Residence,Sphyraena Barracuda,N/A,Ciguatoxin,Ciguatoxin,Confirmed,6,4,0
2005,January,Hawaii,Private Home/Residence,"Fish, Papio",Fin Fish,Ciguatoxin,Ciguatoxin,Confirmed,4,0,0
2005,May,New York,Private Home/Residence,"Fish, Baracuda",Fin Fish,Ciguatoxin,Ciguatoxin,Confirmed,4,1,0
2005,June,Hawaii,Private Home/Residence,"Fish, Baracuda",N/A,Ciguatoxin,Ciguatoxin,Confirmed,3,0,0
2005,September,Hawaii,Private Home/Residence,"Fish, Palani (Surgeon)",N/A,Ciguatoxin,Ciguatoxin,Confirmed,3,0,0
2005,June,Hawaii,Private Home/Residence,"Fish, Amberjack",Fin Fish,Ciguatoxin,Ciguatoxin,Confirmed,2,0,0
2005,July,Hawaii,Private Home/Residence,"Fish, Ulua, Unspecified",Fin Fish,Ciguatoxin,Ciguatoxin,Confirmed,2,0,0
2005,August,Hawaii,Private Home/Residence,"Fish, Ulua",N/A,Ciguatoxin,Ciguatoxin,Confirmed,2,0,0
2005,May,Wisconsin,Prison/Jail,"Chicken, Other",N/A,Clostridium perfringens,Clostridium,Confirmed,104,N/A,0
2005,November,Iowa,Catering Service,"Sandwich, Red Meat-Based",Sauces/ Dressings,Clostridium perfringens,Clostridium,Confirmed,56,0,0
2005,July,South Carolina,Restaurant,"Chicken, Bbq",N/A,Clostridium perfringens,Clostridium,Confirmed,27,2,0
2005,July,Wisconsin,Prison/Jail,"Gravy, Sausage",N/A,Clostridium perfringens,Clostridium,Confirmed,24,0,0
2005,November,Ohio,School/College/University,Turkey Dishes,N/A,Clostridium perfringens,Clostridium,Confirmed,21,0,0
2005,July,Oregon,Catering Service,"Chicken, Teriyaki",N/A,Clostridium perfringens,Clostridium,Confirmed,19,0,0
2005,April,California,Private Home/Residence,Other Food,N/A,Clostridium perfringens,Clostridium,Confirmed,17,0,0
2005,April,Louisiana,Restaurant,"Barbecue Sauce; Beef, Brisket",N/A,Clostridium perfringens,Clostridium,Confirmed,17,1,0
2005,June,Florida,Private Home/Residence,"Pork, Roasted",N/A,Clostridium perfringens,Clostridium,Confirmed,13,N/A,N/A
2005,March,Minnesota,Restaurant,"Refried Beans, Unspecified",N/A,Clostridium perfringens,Clostridium,Confirmed,10,0,0
2005,June,Georgia,Office/Indoor Workplace; Hospital,"Gravy, Beef; Roast Beef, Other",Beef,Clostridium perfringens,Clostridium,Confirmed,10,0,0
2005,September,Pennsylvania,Restaurant,"Beef, Unspecified",N/A,Clostridium perfringens,Clostridium,Confirmed,9,0,0
2005,August,Colorado,Grocery Store,"Beef, Other",N/A,Clostridium perfringens,Clostridium,Confirmed,8,0,0
2005,November,New York,Restaurant; Private Home/Residence,N/A,N/A,Clostridium perfringens,Clostridium,Confirmed,8,0,0
2005,February,Minnesota,Restaurant,"Steak, Prime Rib",N/A,Clostridium perfringens,Clostridium,Confirmed,5,0,0
2005,February,New York,Restaurant,"Pork, Unspecified",Pork,Clostridium perfringens,Clostridium,Confirmed,5,0,0
2005,August,Alaska,Private Home/Residence,"Salmon, Unspecified",N/A,Clostridium botulinum,Clostridium,Confirmed,4,2,0
2005,August,Alaska,Private Home/Residence,Salmon Heads,N/A,Clostridium botulinum,Clostridium,Confirmed,4,2,0
2005,February,Washington,Restaurant,"Pork, Bbq",N/A,Clostridium perfringens,Clostridium,Confirmed,3,N/A,N/A
2005,September,Ohio,Restaurant; Catering Service,"Steak, Other",N/A,Clostridium perfringens,Clostridium,Confirmed,3,N/A,N/A
2005,July,New Jersey,N/A,"Fish, Fermented Fish",N/A,Clostridium botulinum,Clostridium,Confirmed,2,N/A,N/A
2005,November,California,Private Home/Residence,"Salmon, Unspecified",N/A,Clostridium botulinum,Clostridium,Confirmed,2,2,1
2005,March,Florida,Restaurant,"Basil, Unspecified",Spices,Cyclospora cayatenensis,Cyclospora,Confirmed,592,N/A,N/A
2005,April,Massachusetts,Banquet Facility,N/A,N/A,Cyclospora cayatenensis,Cyclospora,Confirmed,58,0,0
2005,June,Connecticut,Restaurant,Bruschetta; House Salad,Spices,Cyclospora cayatenensis,Cyclospora,Confirmed,30,1,0
2005,May,South Carolina,Restaurant,N/A,N/A,Cyclospora cayatenensis,Cyclospora,Confirmed,6,0,0
2005,October,Oregon,Restaurant,Other Food,N/A,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,64,1,0
2005,April,Multistate,Private Home/Residence,"Ground Beef, Hamburger",N/A,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,60,11,N/A
2005,August,New York,Prison/Jail,N/A,N/A,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,52,3,0
2005,September,Multistate,N/A,"Lettuce, Prepackaged",N/A,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,34,12,N/A
2005,May,Illinois,Restaurant,N/A,N/A,"Escherichia (E. coli) coli, Enteropathogenic",Escherichia (E. coli),Confirmed,21,0,0
2005,April,Oregon,Restaurant,N/A,N/A,"Escherichia (E. coli) coli, Enteropathogenic",Escherichia (E. coli),Confirmed,18,0,0
2005,August,Ohio,Restaurant; Catering Service,Fruit Salad,N/A,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,18,6,1
2005,November,Multistate,Private Home/Residence,"Whole Milk, Unpasteurized",N/A,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,18,5,0
2005,September,Washington,Nursing Home/Assisted Living Facility,N/A,N/A,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,14,5,2
2005,October,Multistate,N/A,"Lettuce, Prepackaged; Grapes, Green",N/A,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,12,4,0
2005,October,Washington,Restaurant,Caesar Salad,N/A,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,9,1,0
2005,January,Connecticut,Private Home/Residence,"Ground Beef, Unspecified",Beef,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,7,3,0
2005,August,Georgia,Private Home/Residence,"Ground Beef, Hamburger",Beef,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,6,1,0
2005,February,Alaska,Unknown,N/A,N/A,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,4,2,0
2005,September,Washington,Restaurant,"Parsley, Unspecified; House Salad",N/A,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,4,2,0
2005,January,Arkansas,Private Home/Residence,"Beef, Jerky",Beef,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,3,3,0
2005,May,Alaska,Unknown,N/A,N/A,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,3,1,0
2005,May,Washington,Restaurant,"Salsa, Unspecified",N/A,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,3,1,0
2005,October,New York,Private Home/Residence,"Ground Beef, Hamburger",Ground Beef,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,3,0,0
2005,January,New York,Private Home/Residence,"Ground Beef, Hamburger",Beef,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,2,2,0
2005,September,Washington,Unknown,"Parsley, Unspecified; House Salad",N/A,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,2,2,0
2005,August,New York,Camp,Unspecified Vegetables,N/A,Giardia intestinalis,Giardia,Confirmed,50,0,0
2005,July,New York,Private Home/Residence,Ice Tea,Water Based (Eg. Drink Mix),Heavy metals,Heavy,Confirmed,6,0,0
2005,November,Florida,Restaurant; Private Home/Residence,"Fish, Swordfish; Fish, Tuna; Seabass, Unspecified",N/A,Heavy metals,Heavy,Confirmed,2,0,0
2005,August,Multistate,Restaurant,Raw Oysters,Raw Oysters,Hepatitis A,Hepatitis,Confirmed,39,3,0
2005,March,Tennessee,Restaurant,Tomato (See Fruit),N/A,Hepatitis A,Hepatitis,Confirmed,23,9,0
2005,October,California,Restaurant,Unspecified Vegetables,N/A,Hepatitis A,Hepatitis,Confirmed,16,2,0
2005,June,New York,Unknown,N/A,N/A,Hepatitis A,Hepatitis,Confirmed,9,3,0
2005,May,Tennessee,Restaurant,N/A,N/A,Hepatitis A,Hepatitis,Confirmed,7,0,0
2005,November,California,Restaurant,Unspecified Vegetables,"Vegetables, Unspecified",Hepatitis A,Hepatitis,Confirmed,5,0,0
2005,April,Pennsylvania,Unknown,"Fish, Escolar",N/A,Histamine,Histamine,Confirmed,8,N/A,N/A
2005,June,Multistate,N/A,"Deli Meat, Sliced Turkey",Turkey,Listeria monocytogenes,Listeria,Confirmed,13,13,1
2005,June,Texas,N/A,"Queso Fresco, Unpasteurized",N/A,Listeria monocytogenes,Listeria,Confirmed,12,12,0
2005,July,New York,Restaurant; Private Home/Residence,N/A,N/A,Listeria monocytogenes,Listeria,Confirmed,6,6,0
2005,October,New York,Restaurant; Private Home/Residence; Grocery Store,"Chicken, Grilled",Chicken,Listeria monocytogenes,Listeria,Confirmed,3,3,0
2005,October,New York,Private Home/Residence,Mushrooms,Fungus,Mycotoxins,Mycotoxins,Confirmed,4,2,0
2005,July,Florida,Private Home/Residence,"Clams, Steamed",N/A,Neurotoxic shellfish poison,Neurotoxic,Confirmed,4,4,0
2005,April,Idaho,Restaurant,N/A,N/A,Norovirus unknown,Norovirus,Confirmed,250,0,0
2005,January,Georgia,N/A,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,200,0,0
2005,February,Pennsylvania,School/College/University,N/A,N/A,Norovirus unknown,Norovirus,Confirmed,150,0,0
2005,April,Maryland,N/A,Mixed Fruit,N/A,Norovirus genogroup II,Norovirus,Confirmed,148,0,0
2005,May,Michigan,Restaurant,"Sandwich, Deli",N/A,Norovirus genogroup I,Norovirus,Confirmed,124,0,0
2005,July,Utah,Catering Service,Mixed Fruit; Green Salad,N/A,Norovirus genogroup I,Norovirus,Confirmed,121,N/A,0
2005,October,Pennsylvania,N/A,Potato Salad,Root (Eg. Potato); Sauces/ Dressings,Norovirus genogroup I,Norovirus,Confirmed,118,N/A,N/A
2005,May,Tennessee,School/College/University,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,113,0,0
2005,November,Ohio,Banquet Facility,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,110,0,0
2005,February,Utah,Private Home/Residence; Child Daycare; School/College/University,N/A,N/A,Norovirus unknown,Norovirus,Confirmed,91,0,0
2005,December,California,Restaurant; Banquet Facility,Multiple Foods,N/A,Norovirus genogroup I,Norovirus,Confirmed,90,0,0
2005,February,Ohio,Banquet Facility,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,86,0,0
2005,June,Georgia,Restaurant,Coleslaw,N/A,Norovirus genogroup I,Norovirus,Confirmed,80,0,0
2005,December,Minnesota,Restaurant,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,76,0,0
2005,April,Massachusetts,School/College/University,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,61,0,0
2005,February,Kansas,Hospital,N/A,N/A,Norovirus unknown,Norovirus,Confirmed,59,N/A,0
2005,April,California,Restaurant,"Salad, Unspecified",N/A,Norovirus genogroup I,Norovirus,Confirmed,55,0,0
2005,May,Michigan,Private Home/Residence,"Macaroni Salad; Roast Beef, Unspecified",N/A,Norovirus genogroup I,Norovirus,Confirmed,55,0,0
2005,July,Kansas,Catering Service,Potato Salad,N/A,Norovirus genogroup I,Norovirus,Confirmed,54,0,0
2005,September,North Carolina,Camp,N/A,N/A,Norovirus unknown,Norovirus,Confirmed,53,1,0
2005,April,Iowa,Restaurant,Fruit Salad,N/A,Norovirus genogroup I,Norovirus,Confirmed,52,0,0
2005,May,North Dakota,School/College/University,"Lettuce, Unspecified; Ranch Dressing",N/A,Norovirus genogroup I,Norovirus,Confirmed,52,0,0
2005,July,California,Nursing Home/Assisted Living Facility,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,52,0,0
2005,September,California,Catering Service,"Sandwich, Roast Beef",N/A,Norovirus genogroup I,Norovirus,Confirmed,50,1,0
2005,October,Washington,N/A,Raw Oysters,N/A,Norovirus genogroup I,Norovirus,Confirmed,49,0,0
2005,November,Illinois,Restaurant,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,48,2,0
2005,December,Oregon,Unknown,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,47,0,0
2005,January,Idaho,Restaurant,"Guacamole, Unspecified; Chips And Salsa",N/A,Norovirus genogroup I,Norovirus,Confirmed,44,0,0
2005,October,Illinois,School/College/University,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,43,0,0
2005,August,Georgia,N/A,Strawberries,"Fruit, Unspecified",Norovirus genogroup I,Norovirus,Confirmed,40,0,0
2005,January,Oregon,Prison/Jail,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,39,0,0
2005,April,Ohio,Restaurant,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,39,0,0
2005,September,Minnesota,Office/Indoor Workplace,"Salad Bar; Sandwich, Unspecified",N/A,Norovirus genogroup I,Norovirus,Confirmed,39,0,0
2005,February,North Carolina,Child Daycare,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,38,1,0
2005,March,Michigan,Private Home/Residence; Catering Service,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,38,0,0
2005,April,Virginia,Restaurant,"Tomato, Unspecified; Lettuce, Unspecified; Burrito, Unspecified; Enchilada, Unspecified",N/A,Norovirus genogroup I,Norovirus,Confirmed,38,N/A,N/A
2005,September,South Dakota,Banquet Facility,N/A,N/A,Norovirus unknown,Norovirus,Confirmed,35,0,0
2005,November,New Mexico,School/College/University,N/A,N/A,Norovirus unknown,Norovirus,Confirmed,35,0,0
2005,May,Oklahoma,Restaurant,N/A,N/A,Norovirus unknown,Norovirus,Confirmed,34,0,0
2005,July,Florida,Restaurant,Multiple Foods,N/A,Norovirus genogroup I,Norovirus,Confirmed,33,0,0
2005,April,Alabama,Restaurant,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,32,0,0
2005,January,Oregon,Restaurant,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,31,1,0
2005,August,Illinois,School/College/University,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,31,0,0
2005,June,Michigan,Private Home/Residence; Grocery Store; School/College/University,Unspecified Beverage,N/A,Norovirus unknown,Norovirus,Confirmed,31,0,0
2005,March,Minnesota,Restaurant; Catering Service,"Salad, Unspecified",Leafy Green,Norovirus genogroup I,Norovirus,Confirmed,30,0,0
2005,June,Iowa,Restaurant; Private Home/Residence,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,30,0,0
2005,August,Michigan,N/A,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,30,0,0
2005,August,Michigan,N/A,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,30,0,0
2005,May,Arizona,Catering Service,N/A,N/A,Norovirus genogroup II,Norovirus,Confirmed,30,0,0
2005,June,Michigan,Private Home/Residence,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,29,0,0
2005,February,Minnesota,Restaurant,"Pudding, Bread; Lettuce-Based Salads Unspecified; Pasta-Based Salads Unspecified",N/A,Norovirus genogroup I,Norovirus,Confirmed,28,2,0
2005,March,Virginia,Restaurant,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,28,0,0
2005,November,North Carolina,Restaurant,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,27,N/A,N/A
2005,December,Minnesota,Restaurant,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,27,0,0
2005,April,South Carolina,Catering Service,"Dips, Unspecified",N/A,Norovirus unknown,Norovirus,Confirmed,27,3,0
2005,February,Oregon,Catering Service,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,26,0,0
2005,July,Minnesota,Restaurant,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,26,0,0
2005,September,Pennsylvania,Restaurant,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,26,0,0
2005,December,Ohio,Restaurant,"Pork, Roasted",N/A,Norovirus genogroup I,Norovirus,Confirmed,26,0,0
2005,April,Oregon,Restaurant,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,25,0,0
2005,July,Wisconsin,Catering Service,"Pork, Roasted",N/A,Norovirus genogroup I,Norovirus,Confirmed,25,2,0
2005,May,Illinois,Restaurant,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,24,0,0
2005,October,California,Restaurant; Private Home/Residence; Catering Service,N/A,N/A,Norovirus genogroup II,Norovirus,Confirmed,24,0,0
2005,March,Illinois,Office/Indoor Workplace,Vegetable-Based Salads Unspecified,N/A,Norovirus genogroup I,Norovirus,Confirmed,23,0,0
2005,June,Hawaii,School/College/University,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,23,0,0
2005,June,Minnesota,Restaurant; Private Home/Residence,"Sandwich, Deli",N/A,Norovirus genogroup I,Norovirus,Confirmed,23,0,0
2005,March,Tennessee,Restaurant,"House Salad; Pasta-Based Salads Unspecified; Meat/Egg-Based Salads, Unspecified",N/A,Norovirus genogroup II,Norovirus,Confirmed,23,1,0
2005,December,Connecticut,Banquet Facility,"Steak, Prime Rib",N/A,Norovirus genogroup II,Norovirus,Confirmed,23,1,0
2005,June,South Carolina,Restaurant,N/A,N/A,Norovirus unknown,Norovirus,Confirmed,23,0,0
2005,February,Connecticut,Restaurant,"Chicken, Marsala",N/A,Norovirus genogroup I,Norovirus,Confirmed,22,0,0
2005,June,Wisconsin,Private Home/Residence,Taco Dip,N/A,Norovirus genogroup I,Norovirus,Confirmed,22,0,0
2005,June,Wisconsin,Private Home/Residence,Taco Dip,N/A,Norovirus genogroup I,Norovirus,Confirmed,22,0,0
2005,September,Georgia,Private Home/Residence,"Taco Dip; Grapes, Unspecified","Fruit, Unspecified",Norovirus genogroup I,Norovirus,Confirmed,22,0,0
2005,October,California,Restaurant,"Burrito, Cheese",N/A,Norovirus genogroup I,Norovirus,Confirmed,22,0,0
2005,August,Minnesota,Catering Service,"Soda, Unspecified",N/A,Norovirus genogroup I,Norovirus,Confirmed,21,0,0
2005,January,Maryland,Restaurant,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,20,0,0
2005,January,Minnesota,Restaurant,"Sandwich, Roast Beef",N/A,Norovirus genogroup I,Norovirus,Confirmed,20,0,0
2005,March,Illinois,Restaurant,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,20,0,0
2005,March,Washington,Private Home/Residence; Catering Service,"Dips, Unspecified; Strawberries; Melon, Unspecified",N/A,Norovirus genogroup I,Norovirus,Confirmed,20,0,0
2005,May,Illinois,Restaurant,"Gravy, Unspecified",N/A,Norovirus genogroup I,Norovirus,Confirmed,20,0,0
2005,December,North Carolina,Private Home/Residence,N/A,N/A,Norovirus unknown,Norovirus,Confirmed,20,N/A,N/A
2005,March,North Carolina,N/A,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,19,3,0
2005,June,Hawaii,N/A,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,19,0,0
2005,March,Minnesota,Restaurant,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,18,0,0
2005,May,Tennessee,Private Home/Residence,Multiple Foods,N/A,Norovirus genogroup I,Norovirus,Confirmed,18,0,0
2005,July,Idaho,Camp,Watermelon,N/A,Norovirus genogroup I,Norovirus,Confirmed,18,0,0
2005,March,California,N/A,Raw Oysters,N/A,Norovirus genogroup I,Norovirus,Confirmed,17,0,0
2005,September,Colorado,Catering Service,"Tomato, Unspecified",N/A,Norovirus genogroup I,Norovirus,Confirmed,17,0,0
2005,September,Idaho,Restaurant,"Refried Beans, Unspecified",Rice,Norovirus genogroup I,Norovirus,Confirmed,17,0,0
2005,February,Massachusetts,Restaurant,"Sandwich, Beef; Sandwich, Tuna Fish; Sandwich, Deli; House Salad",N/A,Norovirus genogroup I,Norovirus,Confirmed,16,N/A,N/A
2005,October,California,Restaurant,"Cake, Unspecified",N/A,Norovirus genogroup I,Norovirus,Confirmed,16,0,0
2005,December,Tennessee,Restaurant; Catering Service,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,16,0,0
2005,April,Minnesota,Restaurant,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,15,N/A,0
2005,June,Oregon,Private Home/Residence,Potato Salad,N/A,Norovirus genogroup I,Norovirus,Confirmed,15,1,0
2005,December,Hawaii,N/A,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,15,2,0
2005,January,Florida,Restaurant,Speciality Salads Unspecified,N/A,Norovirus genogroup II,Norovirus,Confirmed,15,0,0
2005,February,Delaware,Restaurant,N/A,N/A,Norovirus genogroup II,Norovirus,Confirmed,15,0,0
2005,July,Utah,N/A,"Sandwich, Other",N/A,Norovirus genogroup II,Norovirus,Confirmed,15,0,0
2005,September,North Carolina,N/A,"Squash, Unspecified",N/A,Norovirus unknown,Norovirus,Confirmed,15,0,0
2005,April,Virginia,Restaurant,"Chicken Salad; Potato Salad; Coleslaw; Tomato, Unspecified",N/A,Norovirus genogroup I,Norovirus,Confirmed,14,0,0
2005,May,California,Catering Service,Ranch Dressing,N/A,Norovirus genogroup I,Norovirus,Confirmed,14,0,0
2005,May,Florida,Restaurant,"Mayonnaise, Unspecified; Lettuce, Unspecified",N/A,Norovirus genogroup I,Norovirus,Confirmed,14,N/A,N/A
2005,June,Minnesota,Restaurant,Spinach Dip,N/A,Norovirus genogroup I,Norovirus,Confirmed,14,0,0
2005,November,Ohio,School/College/University,"Lettuce, Unspecified",N/A,Norovirus genogroup I,Norovirus,Confirmed,14,0,0
2005,December,Minnesota,Restaurant,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,14,0,0
2005,March,Maryland,Restaurant,N/A,N/A,Norovirus genogroup II,Norovirus,Confirmed,14,0,0
2005,March,Minnesota,Restaurant,"Sandwich, Wrap",N/A,Norovirus genogroup I,Norovirus,Confirmed,13,0,0
2005,November,Wisconsin,Restaurant,Breads,N/A,Norovirus genogroup I,Norovirus,Confirmed,13,0,0
2005,October,Oregon,Restaurant,Guacamole,N/A,Norovirus unknown,Norovirus,Confirmed,13,0,0
2005,January,Ohio,Restaurant,N/A,N/A,Norovirus genogroup I,Norovirus,Confirmed,12,N/A,N/A
